job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avg_salary
1436,"Bell, Boyer and Thompson",Tech,ML Engineer,"Python, Keras, Hugging Face, Flask, TensorFlow",Entry,Full-time,"Stevehaven, VC",114961-137232,2023-12-23,Mid,MLflow,114961.0,137232.0,126096.5
1437,"Carter, Green and Page",Automotive,AI Product Manager,"CUDA, TensorFlow, PyTorch, Python, R, NumPy",Entry,Internship,"Port Breannastad, DJ",120680-197411,2023-12-23,Startup,"LangChain, TensorFlow, KDB+",120680.0,197411.0,159045.5
1438,Fernandez-Campos,Automotive,Data Analyst,"Python, TensorFlow, Power BI",Entry,Remote,"Virginiaside, SA",130193-219722,2025-08-19,Mid,"FastAPI, KDB+, TensorFlow",130193.0,219722.0,174957.5
1439,"Smith, Austin and Robinson",Tech,Data Analyst,"MLflow, Keras, GCP",Senior,Remote,"Jenniferland, PS",63320-102902,2025-04-07,Large,Scikit-learn,63320.0,102902.0,83111.0
1440,Graham-Cox,E-commerce,Quant Researcher,"MLflow, Hugging Face, Scikit-learn, C++",Mid,Full-time,"Suzanneton, GQ",144303-234237,2025-07-05,Startup,TensorFlow,144303.0,234237.0,189270.0
1441,"Blake, Chen and Barnes",Finance,Computer Vision Engineer,"Pandas, TensorFlow, Hugging Face",Mid,Contract,"Davidmouth, AR",125644-191197,2025-04-18,Startup,TensorFlow,125644.0,191197.0,158420.5
1442,Wilson-Anderson,Retail,Computer Vision Engineer,"Power BI, NumPy, TensorFlow, Flask, SQL",Senior,Full-time,"South Alexton, IQ",124397-179920,2024-07-25,Startup,"BigQuery, FastAPI",124397.0,179920.0,152158.5
1443,"Allison, Jensen and Wilson",Finance,Data Analyst,"Hugging Face, Scikit-learn, GCP, TensorFlow, NumPy",Senior,Full-time,"West Larrybury, GB",100967-158917,2023-10-20,Startup,BigQuery,100967.0,158917.0,129942.0
1444,Smith PLC,Tech,Computer Vision Engineer,"Power BI, Hugging Face, Azure, NumPy, SQL",Mid,Contract,"West Gerald, SV",86614-168639,2025-05-29,Mid,"BigQuery, PyTorch",86614.0,168639.0,127626.5
1445,Rose-Knight,Retail,Computer Vision Engineer,"MLflow, TensorFlow, Reinforcement Learning",Entry,Internship,"Marcustown, TL",91509-117239,2023-11-23,Large,FastAPI,91509.0,117239.0,104374.0
1446,Castro-Carpenter,E-commerce,AI Product Manager,"Flask, AWS, TensorFlow, NumPy",Mid,Internship,"East Jonathanville, CF",105140-164172,2025-01-05,Large,"Scikit-learn, KDB+",105140.0,164172.0,134656.0
1447,Wilson PLC,Retail,Data Analyst,"Scikit-learn, GCP, LangChain, Python, CUDA, Excel",Entry,Remote,"Lake Patrickmouth, SG",117356-209343,2024-11-24,Startup,LangChain,117356.0,209343.0,163349.5
1448,Hodges-Johnson,Finance,AI Product Manager,"Hugging Face, Excel, Scikit-learn, CUDA, SQL, PyTorch",Senior,Remote,"Robersonport, DO",140190-184813,2025-04-19,Startup,"BigQuery, LangChain, Scikit-learn",140190.0,184813.0,162501.5
1449,Alvarado PLC,Education,Quant Researcher,"Pandas, MLflow, Power BI, Python",Senior,Internship,"Lake William, FI",91516-113851,2024-07-02,Startup,"LangChain, TensorFlow",91516.0,113851.0,102683.5
1450,"Brown, White and Alvarado",Retail,ML Engineer,"Hugging Face, TensorFlow, C++, Keras, AWS",Senior,Full-time,"Loweland, CN",42598-130452,2024-03-04,Startup,"Scikit-learn, BigQuery",42598.0,130452.0,86525.0
1451,Flores-Lee,Healthcare,Data Analyst,"C++, Excel, Pandas",Entry,Remote,"Catherineshire, BG",43782-76516,2025-02-19,Startup,TensorFlow,43782.0,76516.0,60149.0
1452,"Sexton, Woods and Allen",Healthcare,ML Engineer,"NumPy, Python, PyTorch",Senior,Internship,"West Ruth, NZ",113253-141139,2025-01-25,Mid,PyTorch,113253.0,141139.0,127196.0
1453,Robinson Ltd,Healthcare,ML Engineer,"Reinforcement Learning, TensorFlow, Excel, Azure",Senior,Full-time,"West Michael, BS",103189-201637,2024-12-21,Startup,"TensorFlow, LangChain",103189.0,201637.0,152413.0
1454,Williams-Cooper,Automotive,Data Analyst,"Excel, R, FastAPI",Senior,Contract,"North Kelly, JO",40447-58415,2024-09-13,Startup,"Scikit-learn, MLflow",40447.0,58415.0,49431.0
1455,Garcia-Moss,Healthcare,AI Product Manager,"Excel, R, MLflow, Azure, Flask, TensorFlow",Senior,Internship,"North Jay, AG",66165-124209,2025-02-24,Startup,"PyTorch, TensorFlow, MLflow",66165.0,124209.0,95187.0
1456,"Lopez, Kelley and Davis",Automotive,NLP Engineer,"LangChain, SQL, Hugging Face, AWS, CUDA",Senior,Contract,"West Robertfort, NR",55662-72677,2025-01-13,Startup,"KDB+, FastAPI, PyTorch",55662.0,72677.0,64169.5
1457,Hunter Inc,Education,NLP Engineer,"Excel, Power BI, Python",Senior,Full-time,"Adamfort, PK",82452-157433,2025-01-07,Mid,"FastAPI, PyTorch",82452.0,157433.0,119942.5
1458,Bush Inc,Education,AI Researcher,"MLflow, Pandas, NumPy, GCP, FastAPI, LangChain",Entry,Full-time,"New Christophermouth, MC",89994-162981,2025-03-09,Startup,"FastAPI, KDB+, PyTorch",89994.0,162981.0,126487.5
1459,"Martin, Joseph and Baldwin",Retail,NLP Engineer,"GCP, Flask, TensorFlow, MLflow",Entry,Full-time,"North Jamiestad, CA",88502-151208,2025-08-13,Large,"BigQuery, PyTorch",88502.0,151208.0,119855.0
1460,Kelly and Sons,Retail,NLP Engineer,"Reinforcement Learning, MLflow, Hugging Face, C++, Azure",Senior,Remote,"Taylorchester, VE",104608-194654,2023-11-12,Startup,MLflow,104608.0,194654.0,149631.0
1461,Wheeler LLC,Finance,Computer Vision Engineer,"Hugging Face, TensorFlow, MLflow",Senior,Remote,"Wellsport, SL",59714-136906,2024-02-16,Startup,"PyTorch, KDB+, TensorFlow",59714.0,136906.0,98310.0
1462,"Moore, Smith and Obrien",Education,Quant Researcher,"FastAPI, Scikit-learn, MLflow",Mid,Contract,"West Chad, GY",129435-219563,2025-01-18,Startup,BigQuery,129435.0,219563.0,174499.0
1463,"Perez, Rangel and Pugh",Education,AI Product Manager,"MLflow, CUDA, GCP, Pandas, Power BI",Mid,Remote,"Jeremyshire, CI",98022-116786,2024-05-30,Mid,"KDB+, Scikit-learn, MLflow",98022.0,116786.0,107404.0
1464,Martinez-Williams,Education,Data Analyst,"Python, Azure, CUDA, NumPy, Power BI",Senior,Contract,"Christopherfort, BJ",74164-101550,2024-10-24,Large,"FastAPI, KDB+",74164.0,101550.0,87857.0
1465,Klein-Williams,E-commerce,NLP Engineer,"Pandas, MLflow, C++, Reinforcement Learning, SQL, Python",Mid,Internship,"Amberchester, AU",125699-188499,2024-05-14,Startup,"LangChain, MLflow",125699.0,188499.0,157099.0
1466,Vazquez and Sons,Healthcare,AI Researcher,"GCP, C++, FastAPI",Senior,Contract,"Porterland, UZ",81948-127477,2025-03-09,Large,TensorFlow,81948.0,127477.0,104712.5
1467,"Calderon, Kelly and Velasquez",Tech,ML Engineer,"NumPy, Python, SQL, CUDA, Hugging Face",Entry,Internship,"West Drew, MU",86924-166800,2024-10-14,Mid,"FastAPI, BigQuery",86924.0,166800.0,126862.0
1468,Johnson-Rivas,Retail,AI Researcher,"GCP, TensorFlow, Hugging Face",Senior,Contract,"North Lauren, LU",139991-156099,2024-09-12,Startup,"LangChain, TensorFlow, BigQuery",139991.0,156099.0,148045.0
1469,"Lee, Huerta and Mcclain",Tech,AI Researcher,"Excel, LangChain, AWS, CUDA, Hugging Face, Power BI",Entry,Full-time,"New Benjamin, NO",121461-158777,2024-02-12,Mid,"Scikit-learn, MLflow",121461.0,158777.0,140119.0
1470,Wilson LLC,Retail,Data Analyst,"Power BI, GCP, NumPy",Senior,Full-time,"Stacyview, AO",41311-111484,2024-10-31,Mid,"LangChain, MLflow",41311.0,111484.0,76397.5
1471,Beck-Miller,Retail,Computer Vision Engineer,"Reinforcement Learning, Keras, TensorFlow, Python, LangChain",Senior,Remote,"Bushport, SC",42488-58522,2024-08-08,Startup,"Scikit-learn, MLflow, LangChain",42488.0,58522.0,50505.0
1472,Dominguez LLC,Education,Data Analyst,"Reinforcement Learning, Keras, MLflow, PyTorch, Pandas",Entry,Remote,"New Austin, CN",74011-171651,2024-09-11,Mid,TensorFlow,74011.0,171651.0,122831.0
1473,Ruiz-Smith,E-commerce,AI Researcher,"Pandas, MLflow, LangChain, Hugging Face, TensorFlow, PyTorch",Senior,Full-time,"Jennifershire, ES",91345-189314,2025-06-20,Mid,FastAPI,91345.0,189314.0,140329.5
1474,Johnson LLC,Healthcare,ML Engineer,"Hugging Face, Excel, TensorFlow, R, Keras",Mid,Contract,"West Samanthamouth, VU",114617-173395,2024-09-11,Large,PyTorch,114617.0,173395.0,144006.0
1475,"Gonzalez, Smith and Rice",Finance,Data Scientist,"Flask, PyTorch, LangChain, Pandas, Azure, FastAPI",Senior,Contract,"Port Robert, CG",52660-62953,2025-02-05,Mid,"TensorFlow, PyTorch",52660.0,62953.0,57806.5
1476,"Trevino, Adams and Carroll",Automotive,Computer Vision Engineer,"GCP, Power BI, AWS, LangChain",Mid,Internship,"East Jocelynfort, HN",78844-134900,2024-08-04,Startup,"FastAPI, Scikit-learn",78844.0,134900.0,106872.0
1477,"Ellis, Jones and Grant",Education,NLP Engineer,"Python, Pandas, C++",Entry,Full-time,"Johnbury, TR",95991-162094,2025-01-31,Large,"FastAPI, BigQuery, PyTorch",95991.0,162094.0,129042.5
1478,Griffin and Sons,Finance,Computer Vision Engineer,"R, NumPy, PyTorch, Pandas",Senior,Contract,"Ronaldbury, LA",119616-205812,2024-02-15,Large,PyTorch,119616.0,205812.0,162714.0
1479,Crawford Ltd,Tech,Quant Researcher,"R, Pandas, CUDA",Entry,Contract,"Ericfurt, NO",68863-85315,2025-03-18,Startup,FastAPI,68863.0,85315.0,77089.0
1480,"Bell, Ruiz and Hull",Education,Data Scientist,"MLflow, FastAPI, GCP",Entry,Contract,"Michaeltown, PW",47522-136959,2023-09-24,Large,"TensorFlow, FastAPI, BigQuery",47522.0,136959.0,92240.5
1481,Wilkerson LLC,Tech,NLP Engineer,"NumPy, Flask, Pandas",Mid,Internship,"Jenniferbury, DJ",72658-145079,2023-10-19,Startup,KDB+,72658.0,145079.0,108868.5
1482,Davis-Owen,Finance,NLP Engineer,"Hugging Face, MLflow, Python, Reinforcement Learning",Mid,Remote,"Nicholaston, MN",72872-168844,2024-11-16,Startup,"BigQuery, TensorFlow",72872.0,168844.0,120858.0
1483,Fry Inc,E-commerce,Data Analyst,"Power BI, CUDA, Excel",Senior,Contract,"North Melanie, SG",49176-116584,2025-07-19,Startup,"BigQuery, MLflow",49176.0,116584.0,82880.0
1484,Myers PLC,Finance,NLP Engineer,"Power BI, TensorFlow, NumPy, MLflow",Mid,Remote,"West Denise, SZ",40845-77525,2025-02-17,Startup,FastAPI,40845.0,77525.0,59185.0
1485,Rosales Ltd,Education,Quant Researcher,"PyTorch, GCP, Reinforcement Learning, TensorFlow, FastAPI",Mid,Remote,"Mitchellview, CO",105204-144217,2023-10-29,Mid,"KDB+, Scikit-learn, PyTorch",105204.0,144217.0,124710.5
1486,"Wilkerson, Chase and Rivera",Tech,Data Scientist,"AWS, R, FastAPI, Python, MLflow",Mid,Remote,"Torresport, IL",108521-197495,2023-11-19,Mid,TensorFlow,108521.0,197495.0,153008.0
1487,Clark Ltd,Healthcare,AI Product Manager,"R, GCP, Power BI, Python, Pandas",Mid,Internship,"North Cassandraville, SI",43865-142219,2025-09-10,Startup,"LangChain, MLflow, TensorFlow",43865.0,142219.0,93042.0
1488,Holt-Wells,Automotive,Computer Vision Engineer,"Reinforcement Learning, C++, Pandas, Keras, NumPy",Senior,Contract,"Bryanshire, JM",133579-222158,2024-12-12,Startup,"MLflow, Scikit-learn",133579.0,222158.0,177868.5
1489,Larson Ltd,Tech,ML Engineer,"FastAPI, Keras, C++, LangChain, SQL, AWS",Mid,Full-time,"Carterton, BN",46712-73011,2024-07-27,Mid,"PyTorch, LangChain",46712.0,73011.0,59861.5
1490,Ray-Edwards,Automotive,AI Researcher,"Python, Hugging Face, Flask, Excel",Entry,Full-time,"Port Krista, BZ",84284-167397,2023-11-08,Mid,"MLflow, LangChain, FastAPI",84284.0,167397.0,125840.5
1491,"Roth, Johnson and Cummings",Healthcare,NLP Engineer,"Pandas, Python, C++",Senior,Full-time,"Brianfurt, RO",135833-197643,2025-02-12,Large,"FastAPI, MLflow, LangChain",135833.0,197643.0,166738.0
1492,Powell-Parker,Automotive,Computer Vision Engineer,"MLflow, Scikit-learn, TensorFlow, Azure, SQL, R",Entry,Full-time,"West Jeffreyburgh, CR",141467-155307,2024-11-03,Startup,BigQuery,141467.0,155307.0,148387.0
1493,Montoya Inc,Finance,Computer Vision Engineer,"Azure, R, Pandas, MLflow, TensorFlow, Keras",Mid,Remote,"Simmonsfurt, GT",123819-202854,2024-09-28,Mid,"LangChain, TensorFlow",123819.0,202854.0,163336.5
1494,"Allen, Hernandez and Salazar",Finance,Data Analyst,"Reinforcement Learning, Power BI, C++, AWS",Entry,Full-time,"East Anthony, HU",98582-135739,2025-07-05,Large,TensorFlow,98582.0,135739.0,117160.5
1495,Miller-Salazar,Healthcare,AI Researcher,"Excel, TensorFlow, Hugging Face, MLflow, SQL",Entry,Full-time,"Mccoyfort, BB",92626-143007,2023-11-13,Mid,"FastAPI, TensorFlow, BigQuery",92626.0,143007.0,117816.5
1496,"Klein, Brown and Wallace",Healthcare,AI Product Manager,"Hugging Face, LangChain, Azure, AWS, SQL",Senior,Contract,"Markside, UY",108432-195288,2024-09-09,Large,"FastAPI, PyTorch, KDB+",108432.0,195288.0,151860.0
1497,"Kim, Farrell and Tucker",E-commerce,AI Product Manager,"C++, Scikit-learn, FastAPI",Entry,Remote,"New Julie, KZ",121907-204567,2024-07-04,Large,TensorFlow,121907.0,204567.0,163237.0
1498,Mckee-Brown,Finance,NLP Engineer,"FastAPI, Reinforcement Learning, PyTorch, C++, Keras",Entry,Contract,"Zacharyside, HR",85589-148109,2024-12-23,Mid,FastAPI,85589.0,148109.0,116849.0
1499,"Campbell, Winters and Glover",Tech,NLP Engineer,"CUDA, Pandas, AWS, LangChain",Senior,Contract,"Haroldside, SN",139437-239385,2025-06-07,Large,"TensorFlow, KDB+",139437.0,239385.0,189411.0
1500,Hart LLC,E-commerce,Quant Researcher,"LangChain, AWS, MLflow, SQL, Hugging Face, Power BI",Senior,Internship,"Lake Grace, ID",90279-128707,2024-02-22,Startup,Scikit-learn,90279.0,128707.0,109493.0
1501,Burns-Guzman,Tech,Quant Researcher,"Flask, LangChain, C++",Entry,Internship,"South Stacymouth, KP",71813-105633,2024-01-27,Large,TensorFlow,71813.0,105633.0,88723.0
1502,"Craig, Ortiz and Gross",Finance,Computer Vision Engineer,"Azure, Hugging Face, TensorFlow, NumPy, PyTorch",Senior,Internship,"Garyfurt, PK",55539-114892,2025-08-28,Large,"Scikit-learn, BigQuery, KDB+",55539.0,114892.0,85215.5
1503,Mccormick Group,E-commerce,AI Researcher,"R, Reinforcement Learning, LangChain, Hugging Face, CUDA, Flask",Entry,Remote,"Julieton, NL",145430-192975,2024-11-21,Large,KDB+,145430.0,192975.0,169202.5
1504,Ortiz and Sons,Education,AI Product Manager,"CUDA, FastAPI, Power BI, Flask, SQL",Senior,Internship,"East Nancy, PG",47867-139682,2025-07-22,Mid,"PyTorch, MLflow",47867.0,139682.0,93774.5
1505,"Guzman, Peterson and Perry",Tech,Computer Vision Engineer,"GCP, CUDA, R",Mid,Full-time,"North Mikayla, BZ",64749-164044,2025-06-26,Large,TensorFlow,64749.0,164044.0,114396.5
1506,Vazquez-Davis,Tech,AI Product Manager,"Flask, Hugging Face, Keras, Excel, Scikit-learn",Mid,Remote,"North Emilyton, PT",72744-151257,2024-02-28,Startup,"LangChain, TensorFlow, FastAPI",72744.0,151257.0,112000.5
1507,Gross PLC,E-commerce,Computer Vision Engineer,"CUDA, Excel, Keras, C++, PyTorch, GCP",Mid,Remote,"Billyton, LS",102252-156748,2024-11-15,Large,PyTorch,102252.0,156748.0,129500.0
1508,Lee-Johnson,Retail,AI Product Manager,"GCP, C++, MLflow, PyTorch, Scikit-learn, FastAPI",Entry,Internship,"Rachelside, MM",75063-90302,2024-03-10,Startup,"TensorFlow, KDB+",75063.0,90302.0,82682.5
1509,Kelly Group,Education,Data Analyst,"Pandas, LangChain, Excel, Power BI, Keras",Entry,Full-time,"East Robertmouth, SO",49065-72252,2025-06-08,Mid,Scikit-learn,49065.0,72252.0,60658.5
1510,Johnson-Guzman,Automotive,NLP Engineer,"Power BI, Reinforcement Learning, LangChain, SQL, Excel, Scikit-learn",Entry,Contract,"Elizabethbury, VE",138980-186003,2024-12-17,Startup,"TensorFlow, PyTorch, MLflow",138980.0,186003.0,162491.5
1511,Schneider-Barnett,Finance,AI Researcher,"TensorFlow, CUDA, Reinforcement Learning, GCP, Excel",Entry,Internship,"Jenniferfurt, SN",116702-165765,2024-10-24,Mid,PyTorch,116702.0,165765.0,141233.5
1512,"Evans, Le and Gomez",Education,NLP Engineer,"Keras, NumPy, Reinforcement Learning, Azure, GCP, Power BI",Senior,Full-time,"Phyllisburgh, BS",49864-72810,2024-03-21,Startup,BigQuery,49864.0,72810.0,61337.0
1513,Wade PLC,Tech,AI Researcher,"Power BI, Keras, GCP, FastAPI",Mid,Remote,"Greenmouth, VC",105130-146172,2023-12-08,Large,TensorFlow,105130.0,146172.0,125651.0
1514,Figueroa LLC,Healthcare,Data Analyst,"MLflow, FastAPI, Azure, Keras, Pandas, CUDA",Entry,Full-time,"East Nathan, MV",74633-121776,2024-12-29,Startup,Scikit-learn,74633.0,121776.0,98204.5
1515,Marshall LLC,Healthcare,Quant Researcher,"MLflow, TensorFlow, CUDA, GCP",Senior,Remote,"Peterville, SM",56993-155521,2025-07-13,Large,"BigQuery, MLflow, KDB+",56993.0,155521.0,106257.0
1516,"Browning, Sanchez and Elliott",Automotive,Computer Vision Engineer,"Python, Pandas, LangChain, PyTorch, Hugging Face",Entry,Full-time,"Spearshaven, RU",46611-66817,2023-12-20,Large,"PyTorch, MLflow, Scikit-learn",46611.0,66817.0,56714.0
1517,"Thompson, Baker and Ortega",Finance,Data Scientist,"Reinforcement Learning, Pandas, Flask",Senior,Internship,"Parkerfort, IT",46024-113373,2024-10-25,Mid,"PyTorch, FastAPI, TensorFlow",46024.0,113373.0,79698.5
1518,"Bailey, Wilson and Fry",Retail,Computer Vision Engineer,"LangChain, Azure, GCP, Python, R, C++",Senior,Internship,"South Michael, KM",41220-94501,2023-12-29,Startup,"KDB+, MLflow, Scikit-learn",41220.0,94501.0,67860.5
1519,"Gallagher, Montes and Rowe",Tech,Data Scientist,"AWS, Flask, Reinforcement Learning, LangChain, R",Senior,Internship,"New Brian, KH",140240-228848,2024-01-08,Mid,"FastAPI, TensorFlow, MLflow",140240.0,228848.0,184544.0
1520,"Chan, Miller and Meyer",E-commerce,AI Product Manager,"Pandas, Reinforcement Learning, NumPy, TensorFlow, Keras, CUDA",Mid,Contract,"Lake Michele, AU",136191-223887,2024-12-06,Mid,"FastAPI, TensorFlow",136191.0,223887.0,180039.0
1521,Boyd PLC,Finance,ML Engineer,"Keras, Scikit-learn, FastAPI, Azure, GCP, CUDA",Mid,Internship,"Johnsonport, BT",103253-177379,2025-07-12,Large,"TensorFlow, LangChain, BigQuery",103253.0,177379.0,140316.0
1522,Evans Group,Retail,NLP Engineer,"GCP, Keras, Flask, LangChain, TensorFlow, Python",Entry,Full-time,"South Jonathanhaven, PL",132044-204939,2024-10-07,Mid,BigQuery,132044.0,204939.0,168491.5
1523,Martin-Torres,Tech,AI Researcher,"Python, Azure, Power BI, Pandas, C++, FastAPI",Mid,Internship,"Michaelport, KW",50076-116015,2024-11-27,Startup,"Scikit-learn, MLflow",50076.0,116015.0,83045.5
1524,"Gross, Rivera and Gutierrez",Automotive,Data Scientist,"LangChain, NumPy, Pandas, Azure, Scikit-learn, Hugging Face",Entry,Remote,"Olivermouth, NG",92423-112166,2024-01-21,Startup,KDB+,92423.0,112166.0,102294.5
1525,Holland LLC,Retail,NLP Engineer,"Scikit-learn, MLflow, AWS",Entry,Internship,"Stewartborough, LV",141773-190766,2023-10-03,Mid,"Scikit-learn, MLflow",141773.0,190766.0,166269.5
1526,"Novak, Clark and Sullivan",E-commerce,NLP Engineer,"FastAPI, LangChain, R",Mid,Remote,"Robinview, NZ",57442-108303,2024-09-29,Mid,"FastAPI, KDB+, BigQuery",57442.0,108303.0,82872.5
1527,Hall PLC,Tech,Quant Researcher,"Flask, Pandas, Reinforcement Learning, Scikit-learn, NumPy",Entry,Internship,"Ryanshire, TL",125288-172272,2023-10-21,Startup,"FastAPI, KDB+",125288.0,172272.0,148780.0
1528,Gamble-Cardenas,E-commerce,Quant Researcher,"R, Flask, Power BI",Entry,Contract,"Kristenside, ZM",109244-192898,2024-09-30,Large,TensorFlow,109244.0,192898.0,151071.0
1529,"Sutton, Mcdonald and Vang",Automotive,AI Product Manager,"PyTorch, Hugging Face, SQL, MLflow, R, Python",Senior,Full-time,"Jessicafort, MR",89405-129344,2024-03-10,Large,"KDB+, LangChain",89405.0,129344.0,109374.5
1530,Foster and Sons,Tech,Computer Vision Engineer,"GCP, Flask, PyTorch, AWS, Excel, Keras",Mid,Internship,"Katelynstad, JM",125228-201338,2024-04-04,Mid,"KDB+, FastAPI, MLflow",125228.0,201338.0,163283.0
1531,Myers Group,E-commerce,AI Product Manager,"FastAPI, Reinforcement Learning, AWS",Mid,Contract,"Williamburgh, KI",119543-164615,2023-12-15,Mid,"BigQuery, MLflow, KDB+",119543.0,164615.0,142079.0
1532,Davis-French,Automotive,Computer Vision Engineer,"AWS, Excel, Flask, PyTorch",Senior,Internship,"New Miranda, YE",69269-155758,2025-05-18,Large,"LangChain, FastAPI",69269.0,155758.0,112513.5
1533,"Rivera, Kennedy and Smith",Retail,AI Product Manager,"PyTorch, GCP, Excel, Flask",Entry,Full-time,"East Debraport, GT",75472-162820,2025-06-24,Large,"FastAPI, MLflow, PyTorch",75472.0,162820.0,119146.0
1534,"Romero, Clark and Williams",Retail,Data Scientist,"GCP, Reinforcement Learning, AWS",Senior,Full-time,"East Josephland, KM",120392-155826,2025-06-23,Startup,"TensorFlow, PyTorch",120392.0,155826.0,138109.0
1535,Wong-Miller,Tech,ML Engineer,"Flask, NumPy, Scikit-learn",Entry,Full-time,"Lake Joseph, DO",83724-177161,2024-05-09,Large,LangChain,83724.0,177161.0,130442.5
1536,"Franco, Green and Green",Finance,ML Engineer,"MLflow, GCP, Python, R, TensorFlow",Senior,Internship,"Michelleborough, AT",43526-94615,2024-01-25,Mid,MLflow,43526.0,94615.0,69070.5
1537,Gould Inc,Automotive,Computer Vision Engineer,"Azure, CUDA, LangChain, Hugging Face",Mid,Contract,"North Amber, CH",69190-92823,2024-01-05,Large,Scikit-learn,69190.0,92823.0,81006.5
1538,"Page, Garrett and Little",Tech,Computer Vision Engineer,"Keras, Pandas, CUDA",Entry,Full-time,"South Kelly, ZA",142140-185091,2025-08-25,Mid,"LangChain, PyTorch, KDB+",142140.0,185091.0,163615.5
1539,Moore LLC,Finance,Data Scientist,"Reinforcement Learning, Power BI, Hugging Face, CUDA, Pandas",Senior,Internship,"West Gregory, MC",137496-177845,2023-11-29,Large,"TensorFlow, BigQuery, Scikit-learn",137496.0,177845.0,157670.5
1540,Schaefer-Mcbride,Automotive,Data Scientist,"AWS, MLflow, Hugging Face, Flask",Mid,Contract,"South Kurtberg, VC",102029-128204,2024-03-19,Mid,BigQuery,102029.0,128204.0,115116.5
1541,Wallace and Sons,Automotive,Computer Vision Engineer,"NumPy, R, Pandas",Entry,Internship,"Meganmouth, SA",124300-220342,2023-10-17,Mid,"MLflow, KDB+",124300.0,220342.0,172321.0
1542,"Le, Morris and Hernandez",Retail,Data Scientist,"TensorFlow, Azure, C++, Scikit-learn, Python, Flask",Entry,Full-time,"Ralphbury, PA",149747-212159,2024-10-06,Startup,"Scikit-learn, FastAPI, BigQuery",149747.0,212159.0,180953.0
1543,"Johnson, Gomez and Neal",E-commerce,Data Scientist,"SQL, MLflow, LangChain",Senior,Remote,"East Elizabeth, TO",58550-113209,2025-01-06,Large,"FastAPI, Scikit-learn",58550.0,113209.0,85879.5
1544,Campbell-Yu,Healthcare,ML Engineer,"Keras, MLflow, Hugging Face, FastAPI, Azure",Mid,Contract,"New Nicholas, GN",136005-206557,2025-01-16,Large,KDB+,136005.0,206557.0,171281.0
1545,"Martinez, Gonzalez and Rasmussen",Automotive,Data Analyst,"Excel, Azure, Hugging Face, FastAPI",Entry,Contract,"Gregorytown, QA",149181-225098,2024-07-12,Startup,TensorFlow,149181.0,225098.0,187139.5
1546,"Gonzalez, Roth and Gilbert",Healthcare,Quant Researcher,"AWS, Keras, FastAPI",Entry,Remote,"Espinozaside, NG",133857-182147,2025-06-24,Large,LangChain,133857.0,182147.0,158002.0
1547,"Brown, Morris and Young",Education,AI Researcher,"Power BI, Keras, Pandas, Excel, NumPy, PyTorch",Senior,Contract,"West Alicia, EC",117573-173851,2024-05-24,Large,"TensorFlow, Scikit-learn",117573.0,173851.0,145712.0
1548,Avila-Johnson,Healthcare,AI Researcher,"NumPy, Hugging Face, Keras, Azure",Senior,Internship,"Marshallfort, IT",85363-130119,2025-07-11,Startup,"BigQuery, TensorFlow",85363.0,130119.0,107741.0
1549,Lynch and Sons,E-commerce,Quant Researcher,"Scikit-learn, Pandas, Python, Keras",Mid,Remote,"Dennisland, BS",56646-83703,2025-03-09,Startup,"Scikit-learn, KDB+",56646.0,83703.0,70174.5
1550,Haynes-George,Education,Computer Vision Engineer,"Flask, GCP, FastAPI, Reinforcement Learning",Mid,Full-time,"Port Jeremiahshire, BT",102732-135345,2023-10-16,Mid,"Scikit-learn, KDB+, PyTorch",102732.0,135345.0,119038.5
1551,Fowler-Stewart,Finance,AI Researcher,"Hugging Face, PyTorch, Power BI, Pandas, Flask",Senior,Remote,"Taylorfort, KP",45791-105166,2024-09-23,Large,"MLflow, LangChain",45791.0,105166.0,75478.5
1552,"Powell, Ruiz and Smith",Finance,AI Product Manager,"CUDA, NumPy, TensorFlow, Keras",Senior,Full-time,"Adkinshaven, CZ",59099-87832,2025-04-08,Mid,"KDB+, MLflow",59099.0,87832.0,73465.5
1553,"Richardson, Rojas and Patton",Finance,Quant Researcher,"Python, R, TensorFlow, AWS, Hugging Face, GCP",Entry,Contract,"East Carolinehaven, IE",47248-70576,2023-09-23,Mid,"BigQuery, KDB+, MLflow",47248.0,70576.0,58912.0
1554,Patterson-Green,Finance,Computer Vision Engineer,"NumPy, TensorFlow, Reinforcement Learning, Keras",Entry,Full-time,"Mooreland, NZ",66493-158190,2024-10-27,Startup,"BigQuery, TensorFlow, PyTorch",66493.0,158190.0,112341.5
1555,Conner-Rivera,Retail,Data Analyst,"LangChain, Keras, SQL, NumPy, TensorFlow, Scikit-learn",Entry,Internship,"Lake Andrewchester, DJ",114601-211800,2025-02-08,Large,"MLflow, FastAPI",114601.0,211800.0,163200.5
1556,Johnson-Murphy,Education,Data Scientist,"R, FastAPI, NumPy, PyTorch, Excel",Entry,Full-time,"North Joshuahaven, DO",117083-171872,2024-12-16,Mid,KDB+,117083.0,171872.0,144477.5
1557,"Freeman, Williams and Thomas",Finance,ML Engineer,"FastAPI, Azure, Pandas, Keras",Entry,Full-time,"Barajaston, DZ",109164-147105,2024-01-19,Large,"Scikit-learn, TensorFlow",109164.0,147105.0,128134.5
